mstar,host_mh,sfr,alpha
11.956363,13.951142087171503,0.30397397,7.924698213257218
11.733918,13.951142087171503,6.667745,16.992372438550774
11.615099,13.951142087171503,2.067878,16.270062889806013
10.882487,13.951142087171503,0.004299564,14.100142067339561
10.932546,13.951142087171503,0.0,1.1039973234705087
10.809818,13.951142087171503,0.6450975,14.451500669567736
10.798516,13.951142087171503,9.249084,44.458134121263555
10.962858,13.951142087171503,0.0,8.97052695687577
10.838511,13.951142087171503,0.0,17.479247973530363
10.940902,13.951142087171503,0.009972721,19.709880478152286
10.614426,13.951142087171503,0.0,29.222005385114016
10.838525,13.951142087171503,0.0,33.218367048693004
10.76952,13.951142087171503,0.570594,14.15069432578477
10.572554,13.951142087171503,0.0,10.711145466927604
10.735309,13.951142087171503,0.0,25.472101554658707
10.79555,13.951142087171503,0.0,19.130121744735646
10.763001,13.951142087171503,0.0,3.691960645708466
10.45686,13.951142087171503,0.029109014,15.029853000222062
10.6163435,13.951142087171503,0.0,47.85827802063375
10.420058,13.951142087171503,1.9593681,12.398793015259542
10.610457,13.951142087171503,0.0,1.1697761670637838
10.006438,13.951142087171503,0.4646027,16.34692903475201
10.779198,13.951142087171503,0.0,13.685693126373195
10.724605,13.951142087171503,0.0,19.34894795279422
10.500928,13.951142087171503,1.251658,10.499002418823153
9.650784,13.951142087171503,0.5427976,6.270429106888571
10.61979,13.951142087171503,0.0,6.791084837267959
10.029109,13.951142087171503,1.6680306,42.78483566834319
10.150316,13.951142087171503,0.16362144,2.8014206138099595
10.011249,13.951142087171503,0.8152763,16.113097143383527
10.241068,13.951142087171503,0.18565191,25.394312734634184
9.76409,13.951142087171503,0.5294024,8.539296485748935
10.146558,13.951142087171503,0.0,36.56810034512091
10.474016,13.951142087171503,0.0,12.033014599620246
9.825032,13.951142087171503,0.50237817,24.497059238514936
10.453687,13.951142087171503,0.0,83.88572251749615
10.438683,13.951142087171503,0.0,53.10434311976269
10.4266205,13.951142087171503,0.0,9.841401301413473
9.967688,13.951142087171503,3.3789709,65.17042617571488
9.933974,13.951142087171503,0.24982128,2.5011880677843976
9.824057,13.951142087171503,0.33835563,13.884910021340318
10.172058,13.951142087171503,0.0,14.1618061201211
10.419446,13.951142087171503,0.0,16.777570944670146
10.0224085,13.951142087171503,0.010302599,19.404368899054788
9.733778,13.951142087171503,0.55225295,11.703390440718325
10.155456,13.951142087171503,0.0,12.69447766618299
10.224686,13.951142087171503,0.05215253,25.627824271887732
9.494051,13.951142087171503,0.3267033,8.300524119643995
9.462612,13.951142087171503,0.59977716,15.709022296235474
10.410334,13.951142087171503,0.0,16.99921648283609
10.149107,13.951142087171503,0.0,15.43631914673881
10.334511,13.951142087171503,0.0,24.732477196728468
10.2306,13.951142087171503,0.0,8.373544607346604
10.070429,13.951142087171503,0.0,10.14898140581544
9.391982,13.951142087171503,0.11481677,26.01377989391787
10.254157,13.951142087171503,0.0,23.55559003129816
9.623222,13.951142087171503,0.44692707,14.077190447384623
9.789155,13.951142087171503,0.0,6.470286961917234
10.15447,13.951142087171503,0.0,10.699490571724501
10.150408,13.951142087171503,0.0,87.50487508895631
9.984587,13.951142087171503,0.0,18.84928925336402
9.283382,13.951142087171503,0.18095592,23.290263420496302
10.011889,13.951142087171503,0.0,9.158956100810482
9.249495,13.951142087171503,0.11931453,4.366167891036383
10.112551,13.951142087171503,0.0,15.42190529379016
9.78823,13.951142087171503,0.0,1.6773092176801114
9.913414,13.951142087171503,0.0,15.113247480107987
9.335913,13.951142087171503,0.026836747,34.26488943536671
9.419451,13.951142087171503,0.021933483,15.064033934780468
8.897387,13.951142087171503,0.09677611,10.609203521515639
9.67757,13.951142087171503,0.0,20.11763586732144
9.847379,13.951142087171503,0.0,2.9808869704837253
9.877552,13.951142087171503,0.0,48.93111919029954
9.494521,13.951142087171503,0.0,80.77856439857291
9.980857,13.951142087171503,0.0,12.119321252432883
9.263791,13.951142087171503,0.03537464,15.276982113802546
9.0240555,13.951142087171503,0.13874409,0.1922515405650529
9.841982,13.951142087171503,0.0,1.7922395657479058
9.839846,13.951142087171503,0.0,8.521099707680829
8.406821,13.951142087171503,0.08377485,1.5184401119121844
9.425652,13.951142087171503,0.0,30.565925461188662
9.25048,13.951142087171503,0.25373322,7.757580152075832
9.760351,13.951142087171503,0.0,55.41592870040094
9.09979,13.951142087171503,0.0,75.98526734112438
9.258786,13.951142087171503,0.10739732,15.242593676561
9.517013,13.951142087171503,0.1683512,15.49231863676141
9.403017,13.951142087171503,0.0,12.63677261509693
8.938605,13.951142087171503,0.0819115,1.3520672676318615
9.581592,13.951142087171503,0.0015987107,39.52578210838672
9.424132,13.951142087171503,0.109612234,54.890285896601966
9.726503,13.951142087171503,0.0,34.850892654054576
8.574138,13.951142087171503,0.049532514,10.186653985969656
8.357438,13.951142087171503,0.061227836,9.584172870941273
9.071797,13.951142087171503,0.01006689,26.570579926497828
9.684934,13.951142087171503,0.0,21.936638965201382
8.57869,13.951142087171503,0.02184329,3.8193538109963754
9.07159,13.951142087171503,0.023162724,28.34727379294978
8.869412,13.951142087171503,0.0,83.10709653174908
8.557095,13.951142087171503,0.046589687,15.995660515949055
9.796757,13.951142087171503,0.0,6.841970064591345
9.033227,13.951142087171503,0.0,13.738993611834019
9.4615135,13.951142087171503,0.0,13.314706327618012
9.719337,13.951142087171503,0.0,5.297121806715062
9.198385,13.951142087171503,0.06392516,78.71536606032122
9.101283,13.951142087171503,0.0,16.34632389421307
9.158573,13.951142087171503,0.0,10.976249314851392
9.649151,13.951142087171503,0.0,6.1980315489105635
9.563961,13.951142087171503,0.0,50.703224757264024
9.63827,13.951142087171503,0.0,17.66602081741553
9.431673,13.951142087171503,0.0,9.145697562588307
9.726365,13.951142087171503,0.0,58.27466293176235
9.332156,13.951142087171503,0.0,16.568018400894886
9.594526,13.951142087171503,0.0,18.390441674842066
9.68893,13.951142087171503,0.0,40.81365134988627
9.560169,13.951142087171503,0.0,4.690321744500807
9.776763,13.951142087171503,0.0,15.633757815612796
8.699276,13.951142087171503,0.0699106,26.505515078777137
9.46939,13.951142087171503,0.0,61.418895650032624
9.305213,13.951142087171503,0.0,8.651500328553993
9.205952,13.951142087171503,0.0,11.598873929346325
9.270956,13.951142087171503,0.0,20.661481905264736
9.442554,13.951142087171503,0.0,70.22968654795132
9.752327,13.951142087171503,0.0,10.00400831603125
9.214481,13.951142087171503,0.0,10.37422905048064
9.1372385,13.951142087171503,0.0,39.74276838386418
9.037954,13.951142087171503,0.0,32.142547421121286
9.446306,13.951142087171503,0.0,0.2500734397119988
9.641054,13.951142087171503,0.0,3.91224980873635
9.276882,13.951142087171503,0.02457687,19.72381183462906
9.642296,13.951142087171503,0.0,3.2141929926964394
9.742835,13.951142087171503,3.2945585,16.873233690402458
9.217569,13.951142087171503,0.0,3.4634715827828764
9.7210045,13.951142087171503,0.0,6.496995285283705
9.466201,13.951142087171503,0.0,5.955507498761975
8.742587,13.951142087171503,0.0,15.095361894803858
8.593835,13.951142087171503,0.0,16.97135661571909
9.605875,13.951142087171503,0.0,16.58647550706695
8.630822,13.951142087171503,0.0,48.80060675719133
8.008363,13.951142087171503,0.017793737,12.294153289355421
8.836868,13.951142087171503,0.0,7.017963836220019
8.690496,13.951142087171503,0.06980345,44.82706589041652
8.487418,13.951142087171503,0.0,34.55783126111223
8.159652,13.951142087171503,0.0,25.777962493869126
9.66909,13.951142087171503,0.0,6.843318134365213
8.919339,13.951142087171503,0.0,64.94335923689586
9.499258,13.951142087171503,0.0,17.685305384973816
9.355907,13.951142087171503,0.0,24.28729668271083
9.635049,13.951142087171503,0.0,6.222461844234537
8.838541,13.951142087171503,0.0,19.599962879933315
9.59714,13.951142087171503,0.0,46.945936064854806
9.624218,13.951142087171503,0.0,9.458373907073518
8.064256,13.951142087171503,0.0,2.2269206484443522
8.454519,13.951142087171503,0.0098832585,8.831493527828343
9.402221,13.951142087171503,0.0,18.149194846303033
8.130378,13.951142087171503,0.023547819,14.701033824365084
9.239767,13.951142087171503,0.0,1.292244284057574
8.30124,13.951142087171503,0.0038883993,1.5841792464367757
9.386849,13.951142087171503,0.0,17.26110099967306
8.561363,13.951142087171503,0.0,2.422044064081092
8.977445,13.951142087171503,0.0,3.9347834420362133
9.2771225,13.951142087171503,0.0,12.333452629209575
9.528949,13.951142087171503,0.0,7.962040728916845
9.128053,13.951142087171503,0.0,23.226479608687008
8.986321,13.951142087171503,0.0,27.562997427963893
8.460272,13.951142087171503,0.0,64.13556493318302
9.179658,13.951142087171503,0.0,14.10509107005214
8.7135515,13.951142087171503,0.0,13.643650637589133
8.655118,13.951142087171503,0.0,13.14737077225854
9.444799,13.951142087171503,0.0,28.602586037486276
9.399701,13.951142087171503,0.35688868,14.509418421620154
9.440476,13.951142087171503,0.0,7.528243219583593
8.889781,13.951142087171503,0.0,6.43755911122463
8.402522,13.951142087171503,0.0,15.120918513618449
8.8504,13.951142087171503,0.0,6.761001015987205
8.601533,13.951142087171503,0.0,10.385911844267762
8.873376,13.951142087171503,0.0,0.599466995825594
8.102532,13.951142087171503,0.0,33.26013383989064
8.924562,13.951142087171503,0.0,10.760666579072481
8.392159,13.951142087171503,0.0,2.009916261263328
9.159787,13.951142087171503,0.0,4.792219529291778
9.359142,13.951142087171503,0.0,39.72749549643444
9.390092,13.951142087171503,0.0,19.60642940836135
8.816993,13.951142087171503,0.0,16.87611461553027
8.452162,13.951142087171503,0.0,18.267554584578534
8.712845,13.951142087171503,0.0,16.909843909010732
8.924975,13.951142087171503,0.0,68.51364121544279
8.345612,13.951142087171503,0.0,28.19944267270148
8.284036,13.951142087171503,0.0,36.23927569065904
8.993275,13.951142087171503,0.0,60.08923331713254
9.358697,13.951142087171503,1.2366067,17.368888473546946
8.6995735,13.951142087171503,0.011141746,16.758553831687635
8.1081505,13.951142087171503,0.0,3.924036090114253
8.043431,13.951142087171503,0.0,24.19664368916466
8.933442,13.951142087171503,0.0,32.88379915104201
8.65926,13.951142087171503,0.0,10.612155323552685
8.462372,13.951142087171503,0.0,56.40030316411618
8.037599,13.951142087171503,0.0,13.958036351005035
9.018404,13.951142087171503,0.0,53.86983580673811
8.439649,13.951142087171503,0.0,20.38832813510922
9.222726,13.951142087171503,0.0,9.795501958921488
8.843253,13.951142087171503,0.0,5.351712956022766
8.894941,13.951142087171503,0.0,17.835272553259273
9.276011,13.951142087171503,0.62138957,16.330148082059736
8.52342,13.951142087171503,0.0,22.97439769618935
8.227228,13.951142087171503,0.0,5.293315729362494
8.227695,13.951142087171503,0.0,11.906212153948513
9.194901,13.951142087171503,2.3219051,16.71781151769605
8.750205,13.951142087171503,0.0,22.58147131157753
8.464769,13.951142087171503,0.0,29.083236228748888
9.138402,13.951142087171503,0.0,24.36303715291112
8.176448,13.951142087171503,0.0,19.519835397305656
9.169273,13.951142087171503,1.7508386,17.072947058153034
8.441081,13.951142087171503,0.0,8.335413055253603
8.300974,13.951142087171503,0.0,13.283194696992354
8.372426,13.951142087171503,0.0,0.09282980057883883
8.242862,13.951142087171503,0.0,6.755215308021797
9.127558,13.951142087171503,0.0,13.649686738693646
8.459399,13.951142087171503,0.0,9.94298637791971
9.161963,13.951142087171503,0.0,8.481220034915928
9.0331545,13.951142087171503,0.0,1.6510438030230254
8.161553,13.951142087171503,0.0,17.540982641211656
8.107043,13.951142087171503,0.0,17.61430894339992
8.819578,13.951142087171503,0.0,0.13251014342077383
8.879723,13.951142087171503,0.0,1.0077606090006963
9.233727,13.951142087171503,0.0,16.41101110497067
8.713513,13.951142087171503,0.0,35.14432030348067
8.491805,13.951142087171503,0.0,27.79971358192597
8.477054,13.951142087171503,0.0,29.777698803079602
8.40494,13.951142087171503,0.0,29.98720579009359
8.4703665,13.951142087171503,0.0,8.827691222622668
9.122416,13.951142087171503,0.0,10.030726523007225
8.172982,13.951142087171503,0.0,27.17460568615502
8.262509,13.951142087171503,0.0,4.788066229523025
9.18735,13.951142087171503,0.0,17.56635635119295
8.483638,13.951142087171503,0.0,13.372399730247935
8.145092,13.951142087171503,0.0,17.237404734418874
9.149125,13.951142087171503,0.0,14.579875951820583
8.166814,13.951142087171503,0.0,0.7434684422964608
8.700703,13.951142087171503,0.0,23.387130056050808
8.196825,13.951142087171503,0.0,2.102590244317202
8.097302,13.951142087171503,0.0,21.842060047565326
8.074673,13.951142087171503,0.0,55.73853415693965
9.145943,13.951142087171503,0.0,7.344464476045
8.074743,13.951142087171503,0.0,21.07720539227347
8.566215,13.951142087171503,0.0,1.1039831812060505
8.230556,13.951142087171503,0.0,38.09209875927368
8.889031,13.951142087171503,0.0,19.397233719805854
8.641749,13.951142087171503,0.0,19.689597608741877
8.942215,13.951142087171503,0.0,20.382811788061076
8.514993,13.951142087171503,0.0,16.717663195241755
8.373351,13.951142087171503,0.0,56.15729639244722
8.075259,13.951142087171503,0.0,0.6402587747069504
8.219754,13.951142087171503,0.0,15.257995516524943
